Federal Provider Number,Provider Name,Provider City,Provider State,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Most Recent Health Inspection More Than 2 Years Ago,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date,Latitude,Adjusted Total Nurse Staffing Hours per Resident per Day,Longitude
205101,PINNACLE HEALTH AND REHAB,CANTON,ME,4221,Oxford,For profit - Corporation,47,45,Medicare and Medicaid,False,False,Yes,4.0,3.0,3.0,3.0,20.667,0,0,0,$0.00,0,0,"26 PLEASANT ST
CANTON, ME 04221
(44.4418, -70.316576)",09/01/2016,44.4418,3.70791,-70.316576
205098,HAWTHORNE HOUSE,FREEPORT,ME,4032,Cumberland,For profit - Corporation,81,72,Medicare and Medicaid,False,False,Yes,5.0,5.0,5.0,5.0,5.333,0,0,0,$0.00,0,0,"6 OLD COUNTY RD
FREEPORT, ME 04032
(43.829184, -70.136216)",09/01/2016,43.829184,5.29044,-70.136216
205124,KNOX CENTER FOR LONG TERM CARE,ROCKLAND,ME,4841,Knox,Non profit - Corporation,84,65,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,5.0,17.333,2,0,0,$0.00,0,0,"6 WHITE STREET
ROCKLAND, ME 04841
(44.104504, -69.112721)",09/01/2016,44.104504,4.21385,-69.112721
205128,MAPLECREST REHAB & LIVING CENTER,MADISON,ME,4950,Somerset,For profit - Corporation,58,54,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,5.0,31.333,0,5,0,$0.00,0,0,"174 MAIN ST
MADISON, ME 04950
(44.798028, -69.87697)",09/01/2016,44.798028,4.35267,-69.87697
205127,MAINE VETERANS HOME - SCARBOROUGH,SCARBOROUGH,ME,4074,Cumberland,Non profit - Other,120,114,Medicare and Medicaid,False,False,Yes,5.0,5.0,4.0,5.0,0.667,0,0,0,$0.00,0,0,"290 US
SCARBOROUGH, ME 04074
(43.588618, -70.343676)",09/01/2016,43.588618,4.33165,-70.343676
205126,MAINE VETERANS HOME - AUGUSTA,AUGUSTA,ME,4330,Kennebec,Non profit - Corporation,120,108,Medicare and Medicaid,False,False,Yes,5.0,4.0,4.0,5.0,12.667,2,0,0,$0.00,0,0,"310 CONY ROAD
AUGUSTA, ME 04330
(44.297778, -69.74505)",09/01/2016,44.297778,4.21997,-69.74505
205125,LEDGEVIEW LIVING CENTER,WEST PARIS,ME,4289,Oxford,For profit - Individual,81,77,Medicare and Medicaid,False,False,Yes,1.0,2.0,2.0,3.0,24.667,0,0,0,$0.00,0,0,"141 BETHEL ROAD
WEST PARIS, ME 04289
(44.319803, -70.545823)",09/01/2016,44.319803,2.36424,-70.545823
205123,COURTLAND REHAB & LIVING CENTER,ELLSWORTH,ME,4605,Hancock,For profit - Corporation,54,41,Medicare and Medicaid,False,False,Yes,4.0,4.0,5.0,5.0,13.333,2,0,0,$0.00,0,0,"42 BUCKSPORT RD
ELLSWORTH, ME 04605
(44.539153, -68.43139)",09/01/2016,44.539153,5.4666,-68.43139
205164,JACKMAN REGIONAL HEALTH CENTER,JACKMAN,ME,4945,Somerset,Non profit - Corporation,18,7,Medicare and Medicaid,True,False,Yes,3.0,3.0,5.0,5.0,26.0,0,0,0,$0.00,0,0,"376 MAIN STREET
JACKMAN, ME 04945
(45.621521, -70.249621)",09/01/2016,45.621521,7.36312,-70.249621
215112,LORIEN HEALTH SYSTEMS - COLUMBIA,COLUMBIA,MD,21044,Howard,For profit - Corporation,205,179,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,46.667,7,12,0,$0.00,0,0,"6334 CEDAR LANE
COLUMBIA, MD 21044
(39.197594, -76.884267)",09/01/2016,39.197594,4.12838,-76.884267
215113,RAVENWOOD NURSING CARE CENTER,HAGERSTOWN,MD,21740,Washington,Non profit - Corporation,80,78,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,5.0,47.333,19,5,0,$0.00,0,0,"1183 LUTHER DRIVE
HAGERSTOWN, MD 21740
(39.616487, -77.716019)",09/01/2016,39.616487,3.90643,-77.716019
215117,"STELLA MARIS, INC.",TIMONIUM,MD,21093,Baltimore,For profit - Corporation,412,351,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,95.333,19,4,0,$0.00,0,0,"2300 DULANEY VALLEY RD
TIMONIUM, MD 21093
(39.458667, -76.590563)",09/01/2016,39.458667,3.98658,-76.590563
215118,FUTURE CARE OLD COURT,RANDALLSTOWN,MD,21133,Baltimore,For profit - Corporation,141,131,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,5.0,38.0,7,3,0,$0.00,0,0,"5412 OLD COURT ROAD
RANDALLSTOWN, MD 21133
(39.358909, -76.783792)",09/01/2016,39.358909,3.98627,-76.783792
215111,LAURELWOOD CARE CENTER AT ELKTON,ELKTON,MD,21921,Cecil,For profit - Corporation,78,78,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,4.0,100.667,7,17,2,$3900.00,0,2,"100 LAUREL DRIVE
ELKTON, MD 21921
(39.613597, -75.839051)",09/01/2016,39.613597,3.19922,-75.839051
215114,CORSICA HILLS CENTER,CENTREVILLE,MD,21617,Queen Annes,For profit - Corporation,120,103,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,49.333,4,8,1,$134030.00,0,1,"205 ARMSTRONG AVENUE
CENTREVILLE, MD 21617
(39.049517, -76.06201)",09/01/2016,39.049517,3.72263,-76.06201
215109,MANORCARE HEALTH SERVICES - ROSSVILLE,BALTIMORE,MD,21237,Baltimore,For profit - Corporation,172,158,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,5.0,231.333,32,13,1,$240305.00,0,1,"6600 RIDGE ROAD
BALTIMORE, MD 21237
(39.34261, -76.485301)",09/01/2016,39.34261,3.46053,-76.485301
215110,WESTERN MD HOSPITAL CENTER,HAGERSTOWN,MD,21742,Washington,Government - State,63,34,Medicare and Medicaid,True,False,Yes,2.0,1.0,5.0,5.0,704.333,20,4,1,$285123.00,1,2,"1500 PENNSYLVANIA AVENUE
HAGERSTOWN, MD 21742
(39.665065, -77.718897)",09/01/2016,39.665065,6.02978,-77.718897
215108,DOCTORS COMMUNITY REHABILITATION AND PATIENT CARE,LANHAM,MD,20706,Prince Georges,For profit - Corporation,104,93,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,56.667,5,9,0,$0.00,0,0,"6710 MALLERY DRIVE
LANHAM, MD 20706
(38.982507, -76.863752)",09/01/2016,38.982507,4.10236,-76.863752
215128,"COURTLAND, LLC",BALTIMORE,MD,21208,Baltimore,For profit - Corporation,151,132,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,4.0,77.333,14,8,0,$0.00,0,0,"7920 SCOTTS LEVEL ROAD
BALTIMORE, MD 21208
(39.364246, -76.748849)",09/01/2016,39.364246,3.60663,-76.748849
215129,CROMWELL CENTER,BALTIMORE,MD,21234,Baltimore,For profit - Corporation,135,122,Medicare and Medicaid,False,False,Yes,1.0,2.0,3.0,4.0,86.667,4,26,0,$0.00,0,0,"8710 EMGE ROAD
BALTIMORE, MD 21234
(39.399594, -76.559527)",09/01/2016,39.399594,3.5095,-76.559527
215141,PATUXENT RIVER HEALTH AND REHABILITATION CENTER,LAUREL,MD,20707,Prince Georges,For profit - Corporation,177,132,Medicare and Medicaid,False,False,Yes,3.0,3.0,2.0,4.0,40.667,1,2,0,$0.00,0,0,"14200 LAUREL PARK DRIVE
LAUREL, MD 20707
(39.084652, -76.878736)",09/01/2016,39.084652,3.19878,-76.878736
215137,BAYLEIGH CHASE INC,EASTON,MD,21601,Talbot,Non profit - Corporation,90,76,Medicare and Medicaid,False,False,Yes,5.0,5.0,5.0,5.0,13.333,2,0,0,$0.00,0,0,"501 DUTCHMAN'S LANE
EASTON, MD 21601
(38.76013, -76.066656)",09/01/2016,38.76013,4.57118,-76.066656
215143,SEVERNA PARK CENTER,SEVERNA PARK,MD,21146,Anne Arundel,For profit - Corporation,138,127,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,3.0,52.0,0,5,0,$0.00,0,0,"310 GENESIS WAY
SEVERNA PARK, MD 21146
(39.082263, -76.571233)",09/01/2016,39.082263,3.49516,-76.571233
215142,CHESAPEAKE SHORES,LEXINGTON PARK,MD,20653,St. Marys,For profit - Corporation,117,105,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,4.0,14.0,1,3,0,$0.00,0,0,"21412 GREAT MILLS ROAD
LEXINGTON PARK, MD 20653
(38.255489, -76.477939)",09/01/2016,38.255489,3.44966,-76.477939
215138,MARLEY NECK HEALTH AND REHABILITATION CENTER,GLEN BURNIE,MD,21060,Anne Arundel,For profit - Corporation,95,85,Medicare and Medicaid,False,False,Yes,5.0,4.0,3.0,4.0,27.333,0,3,0,$0.00,0,0,"7575 E HOWARD ROAD
GLEN BURNIE, MD 21060
(39.152329, -76.584208)",09/01/2016,39.152329,3.37556,-76.584208
215149,ENVOY OF DENTON,DENTON,MD,21629,Caroline,For profit - Corporation,100,75,Medicare and Medicaid,False,False,Yes,1.0,1.0,4.0,4.0,167.333,27,33,0,$0.00,0,0,"420 COLONIAL DR
DENTON, MD 21629
(38.891306, -75.806525)",09/01/2016,38.891306,3.95115,-75.806525
215151,LAPLATA CENTER,LAPLATA,MD,20646,Charles,For profit - Corporation,142,133,Medicare and Medicaid,False,False,Yes,4.0,4.0,2.0,2.0,31.333,0,4,0,$0.00,0,0,"1 MAGNOLIA DRIVE
LAPLATA, MD 20646
(38.537716, -76.986921)",09/01/2016,38.537716,3.27077,-76.986921
215154,ROLAND PARK PLACE,BALTIMORE,MD,21211,Baltimore City,Non profit - Corporation,71,57,Medicare,False,False,Yes,5.0,4.0,5.0,5.0,16.0,2,0,0,$0.00,0,0,"830 W 40 STREET
BALTIMORE, MD 21211
(39.337073, -76.631507)",09/01/2016,39.337073,5.2192,-76.631507
215177,CHERRY LANE,LAUREL,MD,20708,Prince Georges,For profit - Corporation,155,146,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,3.0,32.667,1,6,0,$0.00,1,1,"9001 CHERRY LANE
LAUREL, MD 20708
(39.08567, -76.849973)",09/01/2016,39.08567,3.4332,-76.849973
215176,FUTURE CARE CANTON HARBOR,BALTIMORE,MD,21224,Baltimore City,For profit - Corporation,142,142,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,47.333,11,18,0,$0.00,0,0,"1300 S ELLWOOD AVENUE
BALTIMORE, MD 21224
(39.278377, -76.572416)",09/01/2016,39.278377,4.33925,-76.572416
215174,GINGER COVE,ANNAPOLIS,MD,21401,Anne Arundel,Non profit - Corporation,55,45,Medicare,False,False,Yes,4.0,4.0,5.0,5.0,23.333,5,1,0,$0.00,0,0,"4000 RIVER CRESCENT DRIVE
ANNAPOLIS, MD 21401
(38.960915, -76.55863)",09/01/2016,38.960915,6.00379,-76.55863
215198,WILLIAMSPORT NURSING HOME,WILLIAMSPORT,MD,21795,Washington,Non profit - Corporation,121,106,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,2.0,112.667,7,9,0,$0.00,0,0,"154 N ARTIZAN STREET
WILLIAMSPORT, MD 21795
(39.60295, -77.818108)",09/01/2016,39.60295,4.49582,-77.818108
215229,NORTH OAKS,BALTIMORE,MD,21208,Baltimore,For profit - Partnership,37,20,Medicare,False,False,Yes,5.0,4.0,5.0,5.0,30.667,1,2,0,$0.00,0,0,"725 MOUNT WILSON LANE
BALTIMORE, MD 21208
(39.382402, -76.765239)",09/01/2016,39.382402,5.59818,-76.765239
215097,CATONSVILLE COMMONS,CATONSVILLE,MD,21228,Baltimore,For profit - Corporation,136,125,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,3.0,71.333,7,6,0,$0.00,0,0,"16 FUSTING AVENUE
CATONSVILLE, MD 21228
(39.274189, -76.73451)",09/01/2016,39.274189,3.47214,-76.73451
215105,CITIZENS CARE AND REHABILITATION CENTER OF FREDERI,FREDERICK,MD,21702,Frederick,For profit - Corporation,170,161,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,4.0,80.0,14,7,0,$0.00,0,0,"1920 ROSEMONT AVENUE
FREDERICK, MD 21702
(39.435222, -77.436234)",09/01/2016,39.435222,3.56057,-77.436234
215099,WILSON HEALTH CARE CENTER,GAITHERSBURG,MD,20877,Montgomery,For profit - Corporation,285,253,Medicare and Medicaid,False,False,Partial,4.0,3.0,4.0,4.0,40.0,3,3,0,$0.00,0,0,"301 RUSSELL AVENUE
GAITHERSBURG, MD 20877
(39.145782, -77.197793)",09/01/2016,39.145782,3.91517,-77.197793
215074,HOMEWOOD CENTER,BALTIMORE,MD,21212,Baltimore City,For profit - Corporation,112,101,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,142.667,9,18,1,$16608.00,0,1,"6000 BELLONA AVENUE
BALTIMORE, MD 21212
(39.364277, -76.615292)",09/01/2016,39.364277,3.54822,-76.615292
215083,"CAROLINE NURSING AND REHABILITATION CENTER, LLC",DENTON,MD,21629,Caroline,For profit - Partnership,87,81,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,3.0,28.0,6,4,0,$0.00,0,0,"520 KERR AVENUE
DENTON, MD 21629
(38.87852, -75.824963)",09/01/2016,38.87852,3.36172,-75.824963
215094,GOLDEN LIVINGCENTER- WESTMINSTER,WESTMINSTER,MD,21157,Carroll,For profit - Corporation,170,117,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,122.667,10,10,1,$2600.00,0,1,"1234 WASHINGTON BOULEVARD
WESTMINSTER, MD 21157
(39.540084, -76.99414)",09/01/2016,39.540084,3.37549,-76.99414
215090,LOCH RAVEN CENTER,BALTIMORE,MD,21234,Baltimore,For profit - Corporation,101,101,Medicare and Medicaid,False,False,Yes,1.0,2.0,3.0,3.0,74.0,1,9,0,$0.00,0,0,"8720 EMGE ROAD
BALTIMORE, MD 21234
(39.40016, -76.559243)",09/01/2016,39.40016,3.65651,-76.559243
215073,THE LIONS CENTER FOR REHAB AND EXT CARE,CUMBERLAND,MD,21502,Allegany,Non profit - Other,101,92,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,5.0,64.667,7,4,1,$21125.00,0,1,"901 SETON DRIVE EXTENSION
CUMBERLAND, MD 21502
(39.652933, -78.798354)",09/01/2016,39.652933,3.70782,-78.798354
215096,MULTI-MEDICAL CENTER,TOWSON,MD,21204,Baltimore,For profit - Corporation,118,109,Medicare and Medicaid,False,False,Yes,5.0,3.0,4.0,5.0,51.333,1,1,0,$0.00,0,0,"7700 YORK ROAD
TOWSON, MD 21204
(39.388428, -76.605773)",09/01/2016,39.388428,3.96065,-76.605773
215085,CATON MANOR,BALTIMORE,MD,21229,Baltimore City,For profit - Corporation,140,123,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,129.0,9,12,1,$17225.00,0,1,"3330 WILKENS AVENUE
BALTIMORE, MD 21229
(39.273593, -76.672158)",09/01/2016,39.273593,3.39508,-76.672158
215088,HAMMONDS LANE CENTER,BROOKLYN PARK,MD,21225,Anne Arundel,For profit - Corporation,129,93,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,49.333,1,10,0,$0.00,0,0,"613 HAMMONDS LANE
BROOKLYN PARK, MD 21225
(39.212205, -76.628393)",09/01/2016,39.212205,3.74606,-76.628393
215106,SAGEPOINT NURSING AND REHABILITATION CENTER,LAPLATA,MD,20646,Charles,Non profit - Corporation,165,151,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,4.0,29.333,5,7,0,$0.00,0,0,"10200 LAPLATA ROAD
LAPLATA, MD 20646
(38.532967, -76.957592)",09/01/2016,38.532967,3.79113,-76.957592
215084,PATAPSCO VALLEY CENTER,RANDALLSTOWN,MD,21133,Baltimore,For profit - Corporation,172,150,Medicare and Medicaid,False,False,Yes,2.0,1.0,4.0,4.0,147.167,12,12,2,$309108.00,0,2,"9109 LIBERTY ROAD
RANDALLSTOWN, MD 21133
(39.369636, -76.80041)",09/01/2016,39.369636,3.6689,-76.80041
215077,MANORCARE HEALTH SERVICES - RUXTON,TOWSON,MD,21204,Baltimore,For profit - Corporation,169,169,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,85.333,8,24,0,$0.00,0,0,"7001 CHARLES STREET
TOWSON, MD 21204
(39.406766, -76.632111)",09/01/2016,39.406766,3.68033,-76.632111
215081,PERRING PARKWAY CENTER,BALTIMORE,MD,21234,Baltimore,For profit - Corporation,125,101,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,87.667,3,4,0,$0.00,0,0,"1801 WENTWORTH ROAD
BALTIMORE, MD 21234
(39.376155, -76.559304)",09/01/2016,39.376155,4.18509,-76.559304
215082,ENVOY OF PIKESVILLE,PIKESVILLE,MD,21208,Baltimore,For profit - Corporation,140,115,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,3.0,136.5,9,15,2,$679608.00,0,2,"7 SUDBROOK LANE
PIKESVILLE, MD 21208
(39.373457, -76.72423)",09/01/2016,39.373457,3.02767,-76.72423
215092,COLLINGSWOOD NSG. & REHAB. CEN,ROCKVILLE,MD,20850,Montgomery,For profit - Corporation,160,155,Medicare and Medicaid,False,False,Yes,3.0,2.0,3.0,4.0,57.667,1,5,0,$0.00,0,0,"299 HURLEY AVENUE
ROCKVILLE, MD 20850
(39.088453, -77.178991)",09/01/2016,39.088453,3.65743,-77.178991
215095,MANORCARE HEALTH SERVICES - BETHESDA,BETHESDA,MD,20817,Montgomery,For profit - Corporation,110,89,Medicare and Medicaid,False,False,Yes,4.0,3.0,3.0,5.0,42.0,3,14,0,$0.00,0,0,"6530 DEMOCRACY BOULEVARD
BETHESDA, MD 20817
(39.022083, -77.134397)",09/01/2016,39.022083,3.53953,-77.134397
215148,WAUGH CHAPEL CENTER,GAMBRILLS,MD,21054,Anne Arundel,For profit - Corporation,110,81,Medicare and Medicaid,False,False,Yes,1.0,1.0,4.0,4.0,132.0,4,9,0,$0.00,0,0,"1221 WAUGH CHAPEL ROAD
GAMBRILLS, MD 21054
(39.042248, -76.680035)",09/01/2016,39.042248,3.94702,-76.680035
215160,ELLICOTT CITY HEALTH & REHABILITATION CENTER,ELLICOTT CITY,MD,21043,Howard,For profit - Corporation,182,174,Medicare and Medicaid,False,False,Yes,1.0,1.0,1.0,2.0,91.333,3,30,0,$0.00,0,0,"3000 NORTH RIDGE RD
ELLICOTT CITY, MD 21043
(39.290481, -76.821022)",09/01/2016,39.290481,3.13334,-76.821022
215161,CHARLOTTE HALL VETERANS HOME,CHARLOTTE HALL,MD,20622,St. Marys,For profit - Corporation,286,277,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,4.0,19.333,31,1,0,$0.00,0,0,"29449 CHARLOTTE HALL ROAD
CHARLOTTE HALL, MD 20622
(38.477592, -76.777714)",09/01/2016,38.477592,4.26839,-76.777714
215164,SHADY GROVE CENTER,ROCKVILLE,MD,20850,Montgomery,For profit - Corporation,134,132,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,4.0,60.0,1,10,0,$0.00,0,0,"9701 MEDICAL CENTER DRIVE
ROCKVILLE, MD 20850
(39.101205, -77.195424)",09/01/2016,39.101205,3.46497,-77.195424
215204,HOLLY HILL NURSING AND REHABILITATION CENTER,TOWSON,MD,21286,Baltimore,For profit - Corporation,75,64,Medicare and Medicaid,False,False,Yes,2.0,1.0,4.0,4.0,105.333,8,21,0,$0.00,0,0,"531 STEVENSON LANE
TOWSON, MD 21286
(39.384138, -76.6037)",09/01/2016,39.384138,4.03365,-76.6037
215200,BROOKE GROVE REHAB. & NSG CTR,SANDY SPRING,MD,20860,Montgomery,Non profit - Corporation,168,146,Medicare and Medicaid,False,False,Partial,3.0,3.0,3.0,2.0,38.667,3,16,0,$0.00,0,0,"18131 SLADE SCHOOL ROAD
SANDY SPRING, MD 20860
(39.154525, -77.040422)",09/01/2016,39.154525,4.05329,-77.040422
215209,OVERLEA HEALTH AND REHABILITATION CENTER,BALTIMORE,MD,21206,Baltimore City,For profit - Corporation,160,120,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,114.0,3,13,0,$0.00,0,0,"6116 BELAIR ROAD
BALTIMORE, MD 21206
(39.349073, -76.537077)",09/01/2016,39.349073,3.2835,-76.537077
215211,FRIENDS NURSING HOME,SANDY SPRING,MD,20860,Montgomery,Non profit - Church related,82,74,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,4.0,18.667,0,0,0,$0.00,0,0,"17340 QUAKER LANE
SANDY SPRING, MD 20860
(39.138785, -77.027363)",09/01/2016,39.138785,4.33333,-77.027363
215203,RIVERVIEW REHABILITATION & HEALTH CENTER,BALTIMORE,MD,21221,Baltimore,For profit - Corporation,238,217,Medicare and Medicaid,False,False,Yes,2.0,4.0,1.0,1.0,31.333,5,3,0,$0.00,0,0,"1 EASTERN BOULEVARD
BALTIMORE, MD 21221
(39.303575, -76.485574)",09/01/2016,39.303575,3.44524,-76.485574
215199,VINDOBONA NURSING AND REHABILITATION CENTER,BRADDOCK HEIGHTS,MD,21714,Frederick,For profit - Corporation,65,49,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,5.0,35.333,5,0,0,$0.00,0,0,"6012 JEFFERSON BLVD
BRADDOCK HEIGHTS, MD 21714
(39.399957, -77.509147)",09/01/2016,39.399957,3.99663,-77.509147
215225,HOMEWOOD AT WILLIAMSPORT MD,WILLIAMSPORT,MD,21795,Washington,Non profit - Church related,82,79,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,3.0,23.333,3,0,0,$0.00,0,0,"16505 VIRGINIA AVENUE
WILLIAMSPORT, MD 21795
(39.607725, -77.797216)",09/01/2016,39.607725,4.05987,-77.797216
215227,RIDGEWAY MANOR NURSING & REHABILITATION CENTER,CATONSVILLE,MD,21228,Baltimore,For profit - Corporation,61,54,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,4.0,28.0,4,0,0,$0.00,0,0,"5743 EDMONDSON AVENUE
CATONSVILLE, MD 21228
(39.281562, -76.715885)",09/01/2016,39.281562,4.44185,-76.715885
215226,POWERBACK REHABILITATION,LUTHERVILLE,MD,21093,Baltimore,For profit - Corporation,110,68,Medicare and Medicaid,False,False,Yes,5.0,4.0,5.0,5.0,20.667,1,7,1,$3088.00,0,1,"515 BRIGHTFIELD ROAD
LUTHERVILLE, MD 21093
(39.40677, -76.66604)",09/01/2016,39.40677,5.15314,-76.66604
215224,MANORCARE HEALTH SERVICES  -SILVER SPRING,SILVER SPRING,MD,20904,Montgomery,For profit - Corporation,148,145,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,5.0,72.667,2,20,0,$0.00,0,0,"2501 MUSGROVE ROAD
SILVER SPRING, MD 20904
(39.067793, -76.959197)",09/01/2016,39.067793,3.26929,-76.959197
215228,ALTHEA WOODLAND NURSING HOME,SILVER SPRING,MD,20901,Montgomery,For profit - Individual,50,43,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,56.667,5,3,0,$0.00,0,0,"1000 DALEVIEW DRIVE
SILVER SPRING, MD 20901
(39.008604, -76.99198)",09/01/2016,39.008604,4.02311,-76.99198
215325,HERITAGE HARBOUR HEALTH AND REHABILITATION CENTER,ANNAPOLIS,MD,21401,Anne Arundel,For profit - Corporation,154,137,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,3.0,134.0,3,10,0,$0.00,0,0,"2700 SOUTH HAVEN ROAD
ANNAPOLIS, MD 21401
(38.971897, -76.58724)",09/01/2016,38.971897,2.98104,-76.58724
215313,GLADE VALLEY CENTER,WALKERSVILLE,MD,21793,Frederick,For profit - Corporation,124,117,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,4.0,51.333,2,1,0,$0.00,0,0,"56 WEST FREDERICK STREET
WALKERSVILLE, MD 21793
(39.47835, -77.355395)",09/01/2016,39.47835,3.64264,-77.355395
215328,FUTURE CARE PINEVIEW,CLINTON,MD,20735,Prince Georges,For profit - Corporation,180,170,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,5.0,79.333,4,15,0,$0.00,0,0,"9106 PINEVIEW LANE
CLINTON, MD 20735
(38.763809, -76.888197)",09/01/2016,38.763809,4.00366,-76.888197
215320,BRIGHTON GARDEN TUCKERMAN LANE,NORTH BETHESDA,MD,20852,Montgomery,For profit - Corporation,41,27,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,5.0,56.667,4,10,0,$0.00,0,0,"5550 TUCKERMAN LANE
NORTH BETHESDA, MD 20852
(39.029684, -77.112253)",09/01/2016,39.029684,4.15267,-77.112253
215310,GARRETT COUNTY SUBACUTE UNIT,OAKLAND,MD,21550,Garrett,Government - County,10,6,Medicare and Medicaid,True,False,Yes,5.0,5.0,5.0,5.0,9.333,0,0,0,$0.00,0,0,"251 NORTH FOURTH STREET
OAKLAND, MD 21550
(39.413325, -79.40273)",09/01/2016,39.413325,8.45951,-79.40273
215314,GREATER BALTIMORE MEDICAL CENTER SUB ACUTE UNIT,BALTIMORE,MD,21204,Baltimore,Non profit - Corporation,25,23,Medicare and Medicaid,True,False,Yes,5.0,4.0,5.0,5.0,29.333,1,2,0,$0.00,0,0,"6701 NORTH CHARLES STREET
BALTIMORE, MD 21204
(39.393497, -76.628092)",09/01/2016,39.393497,5.09448,-76.628092
215321,JULIA MANOR NURSING AND REHABILITATION  CENTER,HAGERSTOWN,MD,21740,Washington,For profit - Corporation,130,126,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,4.0,51.333,8,12,0,$0.00,0,0,"333 MILL STREET
HAGERSTOWN, MD 21740
(39.633298, -77.718285)",09/01/2016,39.633298,3.48521,-77.718285
215327,SLIGO CREEK CENTER,TAKOMA PARK,MD,20912,Montgomery,For profit - Corporation,102,88,Medicare and Medicaid,False,False,Yes,1.0,2.0,1.0,2.0,67.833,2,5,1,$79788.00,0,1,"7525 CARROLL AVENUE
TAKOMA PARK, MD 20912
(38.98248, -77.001071)",09/01/2016,38.98248,3.18414,-77.001071
215324,"FUTURE CARE CHARLES VILLAGE, LLC",BALTIMORE,MD,21218,Baltimore City,For profit - Corporation,109,102,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,4.0,40.667,0,0,0,$0.00,0,0,"2327 N CHARLES ST
BALTIMORE, MD 21218
(39.316106, -76.616872)",09/01/2016,39.316106,3.33879,-76.616872
215308,OAK CREST VILLAGE,PARKVILLE,MD,21234,Baltimore,Non profit - Corporation,240,186,Medicare and Medicaid,False,False,Yes,3.0,2.0,4.0,4.0,78.667,6,1,0,$0.00,0,0,"8800 WALTHER BOULEVARD
PARKVILLE, MD 21234
(39.391674, -76.505732)",09/01/2016,39.391674,4.02248,-76.505732
215316,NORTH ARUNDEL HEALTH AND REHABILITATION CENTER,GLEN BURNIE,MD,21061,Anne Arundel,For profit - Corporation,116,91,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,125.333,3,14,0,$0.00,0,0,"313 HOSPITAL DRIVE
GLEN BURNIE, MD 21061
(39.139748, -76.625263)",09/01/2016,39.139748,3.69372,-76.625263
