Federal Provider Number,Provider Name,Provider City,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Automatic Sprinkler Systems in All Required Areas,Location,Processing Date,Latitude,Longitude,Adjusted Total Nurse Staffing Hours per Resident per Day,performance_id
235604,WOODHAVEN RETIREMENT COMMUNITY,LIVONIA,48154,Wayne,Non profit - Corporation,29,29,Medicare and Medicaid,False,Yes,"29667 WENTWORTH AVENUE
LIVONIA, MI 48154
(42.403493, -83.338647)",09/01/2016,42.403493,-83.338647,4.16799,6311
235654,FERGUSON CONVALESCENT HOME,LAPEER,48446,Lapeer,For profit - Corporation,87,57,Medicare and Medicaid,False,Yes,"239 S MAIN ST
LAPEER, MI 48446
(43.047788, -83.31877)",09/01/2016,43.047788,-83.31877,3.74884,6312
235648,"SISTERS, SERVANTS OF THE IMMACULATE HEART OF MARY",MONROE,48162,Monroe,Non profit - Other,58,50,Medicare and Medicaid,False,Yes,"610 WEST ELM AVENUE
MONROE, MI 48162
(41.919311, -83.400032)",09/01/2016,41.919311,-83.400032,4.72968,3160
245352,RAMSEY COUNTY CARE CENTER,MAPLEWOOD,55109,Ramsey,Government - County,164,140,Medicare and Medicaid,False,Yes,"2000 WHITE BEAR AVENUE
MAPLEWOOD, MN 55109
(44.999044, -93.025167)",09/01/2016,44.999044,-93.025167,4.08874,6313
235710,REGENCY AT SHELBY TOWNSHIP,SHELBY TOWNSHIP,48317,Macomb,For profit - Corporation,116,10,Medicare and Medicaid,False,Yes,"7401 22 MILE ROAD
SHELBY TOWNSHIP, MI 48317
(42.655038, -83.0393)",09/01/2016,42.655038,-83.0393,,2633
245339,MOTHER OF MERCY CAMPUS OF CARE,ALBANY,56307,Stearns,Non profit - Corporation,73,67,Medicare and Medicaid,False,Yes,"230 CHURCH AVENUE
ALBANY, MN 56307
(45.628927, -94.566045)",09/01/2016,45.628927,-94.566045,4.75989,6314
235595,ST FRANCIS NURSING CENTER,DETROIT,48214,Wayne,For profit - Individual,81,65,Medicare and Medicaid,False,Yes,"1533 CADILLAC
DETROIT, MI 48214
(42.362776, -82.983039)",09/01/2016,42.362776,-82.983039,4.79421,6315
245326,ROSE OF SHARON MANOR,ROSEVILLE,55113,Ramsey,For profit - Individual,63,53,Medicare and Medicaid,False,Yes,"1000 LOVELL AVENUE
ROSEVILLE, MN 55113
(45.01181, -93.14286)",09/01/2016,45.01181,-93.14286,4.06092,4536
245365,CERENITY CARE CENTER - MARIAN,SAINT PAUL,55106,Ramsey,Non profit - Corporation,90,82,Medicare and Medicaid,False,Yes,"200 EARL STREET
SAINT PAUL, MN 55106
(44.947808, -93.055759)",09/01/2016,44.947808,-93.055759,3.93317,6316
245337,GOLDEN LIVINGCENTER - LINDEN,STILLWATER,55082,Washington,For profit - Corporation,67,61,Medicare and Medicaid,False,Yes,"105 WEST LINDEN STREET
STILLWATER, MN 55082
(45.058824, -92.810389)",09/01/2016,45.058824,-92.810389,3.09534,368
245470,LIFECARE ROSEAU MANOR,ROSEAU,56751,Roseau,Non profit - Other,50,50,Medicare and Medicaid,True,Yes,"715 DELMORE DRIVE
ROSEAU, MN 56751
(48.839822, -95.759947)",09/01/2016,48.839822,-95.759947,3.85878,3302
245366,CHRIS JENSEN HEALTH & REHABILITATION CENTER,DULUTH,55811,St. Louis,For profit - Corporation,170,140,Medicare and Medicaid,False,Yes,"2501 RICE LAKE ROAD
DULUTH, MN 55811
(46.820272, -92.126826)",09/01/2016,46.820272,-92.126826,4.02431,6317
245340,GALTIER HEALTH CENTER,SAINT PAUL,55103,Ramsey,For profit - Corporation,107,97,Medicare and Medicaid,False,Yes,"445 GALTIER AVENUE
SAINT PAUL, MN 55103
(44.954644, -93.111021)",09/01/2016,44.954644,-93.111021,3.72883,4040
245329,WARROAD CARE CENTER,WARROAD,56763,Roseau,Non profit - Corporation,49,46,Medicare and Medicaid,False,Yes,"1401 LAKE STREET NORTHWEST
WARROAD, MN 56763
(48.90516, -95.338566)",09/01/2016,48.90516,-95.338566,4.54416,1714
235714,WINDEMERE PARK HEALTH AND REHAB CENTER,WARREN,48093,Macomb,For profit - Partnership,92,9,Medicare and Medicaid,False,Yes,"31800 VAN DYKE AVENUE
WARREN, MI 48093
(42.52712, -83.029099)",09/01/2016,42.52712,-83.029099,,121
235608,STRATFORD PINES NURSING AND REHABILITATION CENTER,MIDLAND,48642,Midland,For profit - Corporation,100,86,Medicare and Medicaid,False,Yes,"2121 ROCKWELL DR
MIDLAND, MI 48642
(43.61713, -84.167391)",09/01/2016,43.61713,-84.167391,3.48158,6318
235706,REGENCY AT LANSING WEST,LANSING,48917,Eaton,For profit - Corporation,120,9,Medicare and Medicaid,False,Yes,"12200 BROADBENT
LANSING, MI 48917
(42.743772, -84.681494)",09/01/2016,42.743772,-84.681494,,121
235653,MEDILODGE OF CAPITAL AREA,LANSING,48910,Ingham,For profit - Corporation,120,100,Medicare and Medicaid,False,Yes,"2100 E PROVINCIAL HOUSE DR
LANSING, MI 48910
(42.69645, -84.521145)",09/01/2016,42.69645,-84.521145,,6319
245469,ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER,AURORA,55705,St. Louis,Non profit - Corporation,50,32,Medicare and Medicaid,True,Yes,"5211 HIGHWAY
AURORA, MN 55705
(47.495287, -92.237052)",09/01/2016,47.495287,-92.237052,5.29949,6320
245359,PINE HAVEN CARE CENTER INC,PINE ISLAND,55963,Goodhue,Non profit - Corporation,66,51,Medicare and Medicaid,False,Yes,"210 NORTHWEST 3RD STREET
PINE ISLAND, MN 55963
(44.206279, -92.648315)",09/01/2016,44.206279,-92.648315,5.24959,6321
245316,NEW RICHLAND CARE CENTER,NEW RICHLAND,56072,Waseca,Government - City,50,48,Medicare and Medicaid,False,Yes,"312 NORTHEAST 1ST STREET
NEW RICHLAND, MN 56072
(43.895069, -93.490446)",09/01/2016,43.895069,-93.490446,3.61914,6322
235628,JAMIESON NURSING HOME,HARRISVILLE,48740,Alcona,For profit - Corporation,39,14,Medicare and Medicaid,False,Yes,"790 S US HWY 23
HARRISVILLE, MI 48740
(44.666795, -83.289891)",09/01/2016,44.666795,-83.289891,7.66853,4578
235663,NOTTING HILL OF WEST BLOOMFIELD,WEST BLOOMFIELD,48322,Oakland,For profit - Corporation,120,110,Medicare and Medicaid,False,Yes,"6535 DRAKE ROAD
WEST BLOOMFIELD, MI 48322
(42.54126, -83.399931)",09/01/2016,42.54126,-83.399931,4.43598,6323
235609,ADVANTAGE LIVING CENTER - ARMADA,ARMADA,48005,Macomb,For profit - Corporation,67,63,Medicare and Medicaid,False,Yes,"22600 ARMADA RIDGE RD
ARMADA, MI 48005
(42.842359, -82.893478)",09/01/2016,42.842359,-82.893478,4.02429,6324
245490,OAK HILLS LIVING CENTER,NEW ULM,56073,Brown,Non profit - Corporation,94,91,Medicare and Medicaid,False,Yes,"1314 EIGHTH STREET NORTH
NEW ULM, MN 56073
(44.315447, -94.478053)",09/01/2016,44.315447,-94.478053,4.45237,6325
235637,PLAINWELL PINES NURSING AND REHABILITATION COMMUNI,PLAINWELL,49080,Kalamazoo,For profit - Corporation,39,25,Medicare and Medicaid,False,Yes,"3260 EAST B AVE
PLAINWELL, MI 49080
(42.405377, -85.551262)",09/01/2016,42.405377,-85.551262,4.15992,6326
235613,MAPLE MANOR REHAB CENTER,WAYNE,48184,Wayne,For profit - Individual,59,44,Medicare and Medicaid,False,Yes,"3999 VENOY ROAD
WAYNE, MI 48184
(42.27897, -83.363075)",09/01/2016,42.27897,-83.363075,5.14185,6327
235655,CAMELOT HALL CONVALESCENT CTR,LIVONIA,48150,Wayne,For profit - Corporation,142,89,Medicare and Medicaid,False,Yes,"35100 ANN ARBOR TRAIL
LIVONIA, MI 48150
(42.356081, -83.388921)",09/01/2016,42.356081,-83.388921,2.83,6328
245486,PERHAM LIVING,PERHAM,56573,Otter Tail,Government - Hospital district,96,91,Medicare and Medicaid,True,Yes,"735 THIRD STREET SOUTHWEST
PERHAM, MN 56573
(46.596866, -95.582248)",09/01/2016,46.596866,-95.582248,4.93469,32
245324,GOLDEN LIVINGCENTER - BLOOMINGTON,BLOOMINGTON,55420,Hennepin,For profit - Corporation,76,62,Medicare and Medicaid,False,Yes,"9200 NICOLLET AVENUE SOUTH
BLOOMINGTON, MN 55420
(44.836624, -93.278444)",09/01/2016,44.836624,-93.278444,3.2528,6329
245333,FAIRFAX COMMUNITY HOME,FAIRFAX,55332,Renville,For profit - Corporation,40,23,Medicare and Medicaid,False,Yes,"300 TENTH AVENUE SOUTHEAST
FAIRFAX, MN 55332
(44.518691, -94.7187)",09/01/2016,44.518691,-94.7187,4.87437,418
235643,ST ANNS HOME,GRAND RAPIDS,49504,Kent,Non profit - Church related,55,53,Medicare and Medicaid,False,Yes,"2161 LEONARD NW
GRAND RAPIDS, MI 49504
(42.986069, -85.721522)",09/01/2016,42.986069,-85.721522,4.50298,1714
235668,WELLBRIDGE OF BRIGHTON,HOWELL,48843,Livingston,For profit - Corporation,88,69,Medicare and Medicaid,False,Yes,"2200 DORR ROAD
HOWELL, MI 48843
(42.568649, -83.834274)",09/01/2016,42.568649,-83.834274,4.13662,6330
245497,HAVEN HOMES OF MAPLE PLAIN,MAPLE PLAIN,55359,Hennepin,Non profit - Corporation,52,46,Medicare and Medicaid,False,Yes,"1520 WYMAN AVENUE
MAPLE PLAIN, MN 55359
(45.006037, -93.664508)",09/01/2016,45.006037,-93.664508,4.55761,6331
235607,WARWICK LIVING CENTER,ALMA,48801,Gratiot,Non profit - Corporation,45,41,Medicare and Medicaid,False,Yes,"842 W WARWICK DR
ALMA, MI 48801
(43.394762, -84.673571)",09/01/2016,43.394762,-84.673571,6.15699,1776
235640,MEADOW WOODS NURSING AND REHAB CENTER,BLOOMINGDALE,49026,Van Buren,For profit - Corporation,67,56,Medicare and Medicaid,False,Yes,"42235 COUNTY ROAD
BLOOMINGDALE, MI 49026
(42.404588, -85.960677)",09/01/2016,42.404588,-85.960677,3.70008,6332
235635,CARETEL INNS OF TRI-CITIES,BAY CITY,48706,Bay,For profit - Individual,60,38,Medicare,False,Yes,"6700 WESTSIDE SAGINAW ROAD
BAY CITY, MI 48706
(43.542953, -83.961638)",09/01/2016,43.542953,-83.961638,4.10154,6333
235661,STONEGATE HEALTH CAMPUS,LAPEER,48446,Lapeer,For profit - Corporation,60,51,Medicare and Medicaid,False,Yes,"2525 DEMILLE ROAD
LAPEER, MI 48446
(43.043345, -83.324115)",09/01/2016,43.043345,-83.324115,4.23444,6334
235606,FISHER SENIOR CARE AND REHAB,MAYVILLE,48744,Tuscola,For profit - Individual,53,42,Medicare and Medicaid,False,Yes,"521 OHMER RD
MAYVILLE, MI 48744
(43.336944, -83.344337)",09/01/2016,43.336944,-83.344337,,6335
235667,MARYWOOD HEALTH CENTER,GRAND RAPIDS,49503,Kent,Non profit - Church related,49,47,Medicare and Medicaid,False,Yes,"111 LAKESIDE DRIVE
GRAND RAPIDS, MI 49503
(42.964312, -85.617662)",09/01/2016,42.964312,-85.617662,4.69198,6336
245465,COMMUNITY MEMORIAL HOME,OSAKIS,56360,Douglas,Non profit - Corporation,50,38,Medicare and Medicaid,False,Yes,"410 WEST MAIN STREET
OSAKIS, MN 56360
(45.868674, -95.160457)",09/01/2016,45.868674,-95.160457,4.78702,6337
245473,OAK TERRACE HEALTH CARE CENTER,GAYLORD,55334,Sibley,For profit - Partnership,46,40,Medicare and Medicaid,False,Yes,"640 THIRD STREET
GAYLORD, MN 55334
(44.558359, -94.219328)",09/01/2016,44.558359,-94.219328,3.67991,6338
245363,AICOTA HEALTH CARE CENTER,AITKIN,56431,Aitkin,For profit - Corporation,75,63,Medicare and Medicaid,False,Yes,"850 SECOND STREET NORTHWEST
AITKIN, MN 56431
(46.533357, -93.721686)",09/01/2016,46.533357,-93.721686,3.97215,1641
245475,PARKVIEW HOME,BELVIEW,56214,Redwood,Government - City,30,23,Medicare and Medicaid,False,Yes,"102 COUNTY STATE AID HIGHWAY
BELVIEW, MN 56214
(44.605412, -95.32956)",09/01/2016,44.605412,-95.32956,4.3311,1250
235649,VALLEY HEALTH CENTER,GRAND RAPIDS,49546,Kent,Non profit - Corporation,20,20,Medicare and Medicaid,False,Yes,"1015 E PARIS AVE SE
GRAND RAPIDS, MI 49546
(42.94463, -85.57062)",09/01/2016,42.94463,-85.57062,6.1306,729
245310,BENEDICTINE HEALTH CENTER INNSBRUCK,NEW BRIGHTON,55112,Ramsey,Non profit - Church related,105,98,Medicare and Medicaid,False,Yes,"1101 BLACK OAK DRIVE
NEW BRIGHTON, MN 55112
(45.065758, -93.223752)",09/01/2016,45.065758,-93.223752,3.84963,6339
235656,CHRISTIAN CARE NURSING CENTER,MUSKEGON,49442,Muskegon,Non profit - Church related,49,43,Medicare and Medicaid,False,Yes,"2053 S SHERIDAN DRIVE
MUSKEGON, MI 49442
(43.21456, -86.1846)",09/01/2016,43.21456,-86.1846,4.33212,6340
23E284,"ROMEO CONTINUING CARE, INC",ROMEO,48065,Macomb,For profit - Corporation,33,26,Medicaid,False,Yes,"309 S BAILEY
ROMEO, MI 48065
(42.799823, -83.011959)",09/01/2016,42.799823,-83.011959,4.22523,6341
245499,CALEDONIA CARE AND REHABILITATION CENTER,CALEDONIA,55921,Houston,For profit - Corporation,50,42,Medicare and Medicaid,False,Yes,"425 NORTH BADGER STREET
CALEDONIA, MN 55921
(43.637919, -91.492971)",09/01/2016,43.637919,-91.492971,4.41671,6342
235593,"HENRY FORD VILLAGE, INC",DEARBORN,48126,Wayne,Non profit - Corporation,89,81,Medicare and Medicaid,False,Yes,"15101 FORD RD
DEARBORN, MI 48126
(42.329218, -83.190587)",09/01/2016,42.329218,-83.190587,4.5827,6343
23E130,HYLAND NURSING HOME,IRON MOUNTAIN,49801,Dickinson,For profit - Corporation,51,47,Medicaid,False,Yes,"601 EAST G ST
IRON MOUNTAIN, MI 49801
(45.812828, -88.057466)",09/01/2016,45.812828,-88.057466,4.02143,6344
245362,MAPLETON COMMUNITY HOME,MAPLETON,56065,Blue Earth,Non profit - Corporation,60,59,Medicare and Medicaid,False,Yes,"301 TROENDLE STREET
MAPLETON, MN 56065
(43.926272, -93.96156)",09/01/2016,43.926272,-93.96156,4.0288,6345
245361,"MEEKER MANOR REHABILITATION CENTER, LLC",LITCHFIELD,55355,Meeker,Non profit - Church related,90,80,Medicare and Medicaid,False,Yes,"600 SOUTH DAVIS AVENUE
LITCHFIELD, MN 55355
(45.116557, -94.517778)",09/01/2016,45.116557,-94.517778,3.50131,6346
235646,CARETEL INNS OF LINDEN,LINDEN,48451,Genesee,For profit - Corporation,60,49,Medicare,False,Yes,"202 SOUTH BRIDGE STREET
LINDEN, MI 48451
(42.813436, -83.782214)",09/01/2016,42.813436,-83.782214,4.34291,6347
235651,BISHOP NOA HOME FOR SENIOR CITIZENS,ESCANABA,49829,Delta,Non profit - Corporation,81,77,Medicare and Medicaid,False,Yes,"2900 THIRD AVENUE SOUTH
ESCANABA, MI 49829
(45.742699, -87.090038)",09/01/2016,45.742699,-87.090038,5.57915,4629
245489,EMMANUEL NURSING HOME,DETROIT LAKES,56501,Becker,Non profit - Corporation,102,95,Medicare and Medicaid,False,Yes,"1415 MADISON AVENUE
DETROIT LAKES, MN 56501
(46.804928, -95.835827)",09/01/2016,46.804928,-95.835827,4.1779,1025
245496,MINNEOTA MANOR HEALTH CARE CENTER,MINNEOTA,56264,Lyon,Non profit - Corporation,67,45,Medicare and Medicaid,False,Yes,"700 NORTH MONROE STREET
MINNEOTA, MN 56264
(44.565144, -95.979753)",09/01/2016,44.565144,-95.979753,3.79325,6348
245501,BENEDICTINE LIVING COMMUNITY,ST PETER,56082,Nicollet,Non profit - Corporation,79,68,Medicare and Medicaid,False,Yes,"1907 KLEIN STREET
ST PETER, MN 56082
(44.348818, -93.975534)",09/01/2016,44.348818,-93.975534,3.67868,6349
235664,CAMBRIDGE SOUTH HEALTHCARE CTR,BEVERLY HILLS,48025,Oakland,For profit - Corporation,96,86,Medicare and Medicaid,False,Yes,"18200 W 13 MILE ROAD
BEVERLY HILLS, MI 48025
(42.517032, -83.224915)",09/01/2016,42.517032,-83.224915,1.96919,6350
245344,FAIRVIEW CARE CENTER,DODGE CENTER,55927,Dodge,Government - County,55,55,Medicare and Medicaid,False,Yes,"702 10TH AVENUE NORTHWEST
DODGE CENTER, MN 55927
(44.036354, -92.869138)",09/01/2016,44.036354,-92.869138,3.7345,6351
245336,GOLDEN LIVINGCENTER - DELANO,DELANO,55328,Wright,For profit - Corporation,54,38,Medicare and Medicaid,False,Yes,"433 COUNTY ROAD
DELANO, MN 55328
(45.050149, -93.783678)",09/01/2016,45.050149,-93.783678,3.75883,6316
235707,THE WILLOWS AT HOWELL,HOWELL,48855,Livingston,For profit - Corporation,56,40,Medicare and Medicaid,False,Yes,"1500 BYRON ROAD
HOWELL, MI 48855
(42.624305, -83.942604)",09/01/2016,42.624305,-83.942604,3.91115,6352
245306,GOLDEN LIVINGCENTER - ROCHESTER WEST,ROCHESTER,55901,Olmsted,For profit - Partnership,54,38,Medicare and Medicaid,False,Yes,"2215 HIGHWAY
ROCHESTER, MN 55901
(44.032884, -92.497636)",09/01/2016,44.032884,-92.497636,3.38697,6353
245349,STEWARTVILLE CARE CENTER,STEWARTVILLE,55976,Olmsted,Non profit - Corporation,57,68,Medicare and Medicaid,False,Yes,"120 FOURTH STREET NORTHEAST
STEWARTVILLE, MN 55976
(43.857634, -92.48571)",09/01/2016,43.857634,-92.48571,,6354
245319,GOLDEN LIVINGCENTER - LA CRESCENT,LA CRESCENT,55947,Houston,For profit - Corporation,45,42,Medicare and Medicaid,False,Yes,"101 SOUTH HILL STREET
LA CRESCENT, MN 55947
(43.826797, -91.312158)",09/01/2016,43.826797,-91.312158,2.9495,6355
235652,THE TIMBERS OF CASS COUNTY,DOWAGIAC,49047,Cass,For profit - Corporation,108,98,Medicare and Medicaid,False,Yes,"55432 COLBY ST
DOWAGIAC, MI 49047
(41.991797, -86.092777)",09/01/2016,41.991797,-86.092777,3.89639,6356
245468,KARLSTAD HEALTHCARE CENTER INC,KARLSTAD,56732,Kittson,For profit - Corporation,46,39,Medicare and Medicaid,False,Yes,"304 WASHINGTON AVENUE WEST
KARLSTAD, MN 56732
(48.573104, -96.522252)",09/01/2016,48.573104,-96.522252,3.54299,6357
245323,GOLDEN LIVINGCENTER - WALKER,WALKER,56484,Cass,For profit - Corporation,40,27,Medicare and Medicaid,False,Yes,"209 BIRCHWOOD AVENUE WEST
WALKER, MN 56484
(47.095749, -94.578467)",09/01/2016,47.095749,-94.578467,2.56228,6358
235659,RIVERVIEW HEALTH & REHAB CENTER,DETROIT,48214,Wayne,For profit - Partnership,136,132,Medicare and Medicaid,False,Yes,"7733 E JEFFERSON
DETROIT, MI 48214
(42.349813, -82.997303)",09/01/2016,42.349813,-82.997303,4.5205,6359
235632,SAMARITAN MANOR,DETROIT,48213,Wayne,For profit - Individual,120,103,Medicare and Medicaid,False,Yes,"5555 CONNER AVENUE
DETROIT, MI 48213
(42.392566, -82.982492)",09/01/2016,42.392566,-82.982492,4.97025,6360
245325,FOLEY NURSING CENTER,FOLEY,56329,Benton,For profit - Corporation,89,69,Medicare and Medicaid,False,Yes,"253 PINE STREET
FOLEY, MN 56329
(45.659114, -93.913384)",09/01/2016,45.659114,-93.913384,5.39231,6361
235705,HELEN NEWBERRY JOY HOSPITAL LTCU,NEWBERRY,49868,Luce,Government - County,39,34,Medicare and Medicaid,True,Yes,"502 W HARRIE ST
NEWBERRY, MI 49868
(46.352761, -85.515687)",09/01/2016,46.352761,-85.515687,,121
245332,GOLDEN LIVINGCENTER - EXCELSIOR,EXCELSIOR,55331,Hennepin,For profit - Corporation,56,44,Medicare and Medicaid,False,Yes,"515 DIVISION STREET
EXCELSIOR, MN 55331
(44.899411, -93.557134)",09/01/2016,44.899411,-93.557134,3.31616,6362
245484,VILLA ST VINCENT,CROOKSTON,56716,Polk,Non profit - Church related,104,98,Medicare and Medicaid,False,Yes,"516 WALSH STREET
CROOKSTON, MN 56716
(47.776447, -96.59201)",09/01/2016,47.776447,-96.59201,3.71921,6363
235700,THE WILLOWS AT EAST LANSING,EAST LANSING,48823,Clinton,For profit - Individual,68,57,Medicare and Medicaid,False,Yes,"3500 COOLIDGE ROAD
EAST LANSING, MI 48823
(42.770078, -84.50327)",09/01/2016,42.770078,-84.50327,4.44956,6364
245314,GOOD SAMARITAN SOCIETY - WINTHROP,WINTHROP,55396,Sibley,Non profit - Corporation,36,26,Medicare and Medicaid,False,Yes,"506 HIGH STREET
WINTHROP, MN 55396
(44.537348, -94.364829)",09/01/2016,44.537348,-94.364829,4.22411,6365
245262,WEST WIND VILLAGE,MORRIS,56267,Stevens,Non profit - Church related,80,78,Medicare and Medicaid,False,Yes,"1001 SCOTTS AVENUE
MORRIS, MN 56267
(45.587846, -95.927959)",09/01/2016,45.587846,-95.927959,4.33463,6366
245253,CENTRACARE HEALTH PAYNESVILLE KORONIS MANOR CC,PAYNESVILLE,56362,Stearns,Non profit - Corporation,51,49,Medicare and Medicaid,True,Yes,"200 FIRST STREET WEST
PAYNESVILLE, MN 56362
(45.374891, -94.715836)",09/01/2016,45.374891,-94.715836,4.69168,423
245271,PROVIDENCE PLACE,MINNEAPOLIS,55407,Hennepin,Non profit - Corporation,190,170,Medicare and Medicaid,False,Yes,"3720 23RD AVENUE SOUTH
MINNEAPOLIS, MN 55407
(44.935123, -93.238899)",09/01/2016,44.935123,-93.238899,4.13055,6367
245241,NORTHFIELD HOSPITAL LONG TERM CARE CENTER,NORTHFIELD,55057,Rice,Government - City,40,37,Medicare and Medicaid,True,Yes,"2000 NORTH AVENUE
NORTHFIELD, MN 55057
(44.471386, -93.191159)",09/01/2016,44.471386,-93.191159,5.03199,6368
245234,GOOD SAMARITAN SOCIETY - WACONIA AND WESTVIEW ACRE,WACONIA,55387,Carver,Non profit - Corporation,96,80,Medicare and Medicaid,False,Yes,"333 FIFTH STREET WEST
WACONIA, MN 55387
(44.844628, -93.793099)",09/01/2016,44.844628,-93.793099,4.71858,6369
245279,GOOD SAMARITAN SOCIETY - SPECIALTY CARE COMMUNITY,ROBBINSDALE,55422,Hennepin,Non profit - Corporation,96,93,Medicare and Medicaid,False,Yes,"3815 WEST BROADWAY
ROBBINSDALE, MN 55422
(45.025006, -93.331934)",09/01/2016,45.025006,-93.331934,4.88146,6370
245258,FRANCISCAN HEALTH CENTER,DULUTH,55802,St. Louis,Non profit - Corporation,44,42,Medicare and Medicaid,False,Yes,"3910 MINNESOTA AVENUE
DULUTH, MN 55802
(46.742372, -92.063683)",09/01/2016,46.742372,-92.063683,3.57546,6371
245244,CENTRACARE HEALTH SYSTEM - LONG PRAIRIE,LONG PRAIRIE,56347,Todd,Non profit - Corporation,70,68,Medicare and Medicaid,True,Yes,"20 NINTH STREET SOUTHEAST
LONG PRAIRIE, MN 56347
(45.974081, -94.850279)",09/01/2016,45.974081,-94.850279,3.75595,2402
245247,KITTSON MEMORIAL HEALTHCARE CENTER,HALLOCK,56728,Kittson,Non profit - Corporation,60,56,Medicare and Medicaid,True,Yes,"1010 SOUTH BIRCH
HALLOCK, MN 56728
(48.767229, -96.940485)",09/01/2016,48.767229,-96.940485,4.03139,6372
245237,GOOD SAMARITAN SOCIETY - REDWOOD FALLS,REDWOOD FALLS,56283,Redwood,Non profit - Corporation,43,36,Medicare and Medicaid,False,Yes,"200 SOUTH DEKALB STREET
REDWOOD FALLS, MN 56283
(44.539041, -95.099927)",09/01/2016,44.539041,-95.099927,4.11158,6373
245278,GOOD SAMARITAN SOCIETY - HOWARD LAKE,HOWARD LAKE,55349,Wright,Non profit - Corporation,32,27,Medicare and Medicaid,False,Yes,"413 13TH AVENUE
HOWARD LAKE, MN 55349
(45.061667, -94.078831)",09/01/2016,45.061667,-94.078831,4.32689,6374
245273,GOLDEN LIVINGCENTER - FRANKLIN,FRANKLIN,55333,Renville,For profit - Corporation,46,39,Medicare and Medicaid,False,Yes,"900 3RD STREET SOUTH
FRANKLIN, MN 55333
(44.521482, -94.883791)",09/01/2016,44.521482,-94.883791,3.718,3563
245269,GOOD SHEPHERD LUTHERAN HOME,SAUK RAPIDS,56379,Benton,Non profit - Church related,162,157,Medicare and Medicaid,False,Yes,"1115 4TH AVENUE NORTH
SAUK RAPIDS, MN 56379
(45.60339, -94.17481)",09/01/2016,45.60339,-94.17481,4.26328,6375
245245,HERITAGE MANOR,CHISHOLM,55719,St. Louis,Non profit - Church related,70,62,Medicare and Medicaid,False,Yes,"321 NORTHEAST SIXTH STREET
CHISHOLM, MN 55719
(47.493791, -92.870973)",09/01/2016,47.493791,-92.870973,4.35894,6376
245283,ST MICHAELS HEALTH & REHAB CENTER,VIRGINIA,55792,St. Louis,Non profit - Church related,83,76,Medicare and Medicaid,False,Yes,"1201 8TH STREET SOUTH
VIRGINIA, MN 55792
(47.515878, -92.551776)",09/01/2016,47.515878,-92.551776,3.43003,6377
245286,PIERZ VILLA INC,PIERZ,56364,Morrison,For profit - Corporation,50,42,Medicare and Medicaid,False,Yes,"119 FAUST STREET SOUTHEAST
PIERZ, MN 56364
(45.978737, -94.10005)",09/01/2016,45.978737,-94.10005,4.51871,2301
245270,GOLDEN LIVINGCENTER - WHITEWATER,ST CHARLES,55972,Winona,For profit - Corporation,55,42,Medicare and Medicaid,False,Yes,"525 BLUFF AVENUE
ST CHARLES, MN 55972
(43.972296, -92.060423)",09/01/2016,43.972296,-92.060423,3.05449,6378
245240,LAKE WINONA MANOR,WINONA,55987,Winona,Non profit - Corporation,125,120,Medicare and Medicaid,True,Yes,"865 MANKATO AVENUE
WINONA, MN 55987
(44.03167, -91.622387)",09/01/2016,44.03167,-91.622387,4.46869,417
